4, -10, 992
4, -10, 992
3, -9, 991
3, -10, 993
3, -10, 993
3, -10, 992
3, -10, 992
3, -10, 992
-20, -7, 994
-111, -26, 991
