"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AI20","2020-02-12 06:00:00","25.000","213.000","3.200","15.500","0.840","1016.700","","0.000","-99.000","-99.000","-99.000","17.200","","14.400",""
"C0X060","2020-02-12 06:00:00","19.000","0.000","0.000","14.200","0.970","1018.800","","0.000","-99.000","-99.000","-99.000","17.100","","14.200",""
"C0AC60","2020-02-12 06:00:00","55.000","150.000","1.200","14.600","0.990","1013.200","","0.000","-99.000","-99.000","-99.000","16.700","","14.300",""
"C0UA70","2020-02-12 06:00:00","547.000","195.000","3.000","15.500","0.980","958.100","","0.000","8.100","198.000","","15.700","","15.200",""
"C0G740","2020-02-12 06:00:00","24.000","63.000","0.400","16.700","0.940","1016.600","","0.000","-99.000","-99.000","-99.000","17.600","","16.700",""
"C0F9N0","2020-02-12 06:00:00","75.000","45.000","1.000","17.400","0.890","1010.100","","0.000","-99.000","-99.000","-99.000","19.100","","17.300",""
"C0F9T0","2020-02-12 06:00:00","111.000","319.000","0.300","17.400","0.930","1005.500","","0.000","-99.000","-99.000","-99.000","18.700","","17.400",""
"C0S710","2020-02-12 06:00:00","382.000","340.000","1.300","14.600","0.860","978.800","","0.000","-99.000","-99.000","-99.000","16.100","","14.100",""
"C0M680","2020-02-12 06:00:00","37.000","0.000","0.000","16.900","0.970","1016.600","","0.000","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0X220","2020-02-12 06:00:00","26.000","152.000","1.200","16.500","0.930","1016.200","","0.000","-99.000","-99.000","-99.000","17.700","","16.200",""
"C0R560","2020-02-12 06:00:00","22.000","332.000","1.200","17.800","0.940","1017.100","","0.000","-99.000","-99.000","-99.000","19.900","","17.800",""
"C0F9P0","2020-02-12 06:00:00","26.000","94.000","0.800","16.700","0.970","1016.800","","0.000","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0O970","2020-02-12 06:00:00","71.000","62.000","1.000","16.000","0.970","1011.700","","0.000","-99.000","-99.000","-99.000","17.000","","15.900",""
"C0F0B0","2020-02-12 06:00:00","311.000","77.000","1.700","14.200","0.960","983.300","","0.000","-99.000","-99.000","-99.000","16.800","","14.200",""
"C0R700","2020-02-12 06:00:00","19.000","84.000","5.900","22.900","0.590","1017.300","","0.000","11.500","69.000","","22.900","","22.400",""
"C0R620","2020-02-12 06:00:00","34.000","85.000","3.300","23.200","0.740","1016.700","","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"C0C660","2020-02-12 06:00:00","176.000","193.000","0.900","15.900","0.890","999.000","","0.000","-99.000","-99.000","-99.000","16.600","","15.900",""
"C0SA10","2020-02-12 06:00:00","411.000","330.000","1.600","16.900","0.730","974.600","","0.000","-99.000","-99.000","-99.000","17.800","","16.800",""
"C0M740","2020-02-12 06:00:00","15.000","0.000","0.000","16.800","0.950","1016.800","","0.000","-99.000","-99.000","-99.000","17.000","","16.600",""
"C0K460","2020-02-12 06:00:00","60.000","0.000","0.000","17.100","0.930","1011.300","","0.000","-99.000","-99.000","-99.000","17.700","","16.900",""
"C0X100","2020-02-12 06:00:00","10.000","93.000","1.000","18.800","0.980","1016.400","","0.000","-99.000","-99.000","-99.000","19.800","","18.800",""
"C0K560","2020-02-12 06:00:00","117.000","0.000","0.000","15.700","0.920","1006.300","","0.000","-99.000","-99.000","-99.000","17.300","","15.700",""
"C0R150","2020-02-12 06:00:00","105.000","78.000","1.700","17.800","0.700","1005.800","","0.000","-99.000","-99.000","-99.000","19.900","","17.800",""
"C0S690","2020-02-12 06:00:00","522.000","0.000","0.000","17.500","0.820","961.900","","0.000","-99.000","-99.000","-99.000","18.000","","16.500",""
"C0U870","2020-02-12 06:00:00","474.000","0.000","0.000","15.700","0.750","966.800","","0.000","-99.000","-99.000","-99.000","16.200","","15.400",""
"C0A520","2020-02-12 06:00:00","48.000","0.000","0.000","14.500","0.990","1014.100","","0.000","-99.000","-99.000","-99.000","16.800","","14.500",""
"C0X130","2020-02-12 06:00:00","27.000","0.000","0.200","17.100","0.970","1015.600","","0.000","-99.000","-99.000","-99.000","19.100","","17.100",""
"C0V400","2020-02-12 06:00:00","56.000","70.000","1.600","17.700","0.940","1012.300","","0.000","-99.000","-99.000","-99.000","19.300","","17.700",""
"C0UA40","2020-02-12 06:00:00","1121.000","218.000","1.000","12.600","0.740","894.600","","0.000","-99.000","-99.000","-99.000","13.400","","11.500",""
"C0G720","2020-02-12 06:00:00","50.000","0.000","0.000","16.600","0.940","1013.100","","0.000","-99.000","-99.000","-99.000","17.100","","16.500",""
"C0G890","2020-02-12 06:00:00","24.000","165.000","1.800","17.300","1.000","1015.900","","0.000","-99.000","-99.000","-99.000","17.800","","16.900",""
"C0I540","2020-02-12 06:00:00","3344.000","-99.000","-99.000","1.400","0.690","684.100","","-99.000","-99.000","-99.000","-99.000","2.600","","-0.200",""
"C0K390","2020-02-12 06:00:00","31.000","0.000","0.000","16.900","0.950","1015.600","","0.000","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0T9A0","2020-02-12 06:00:00","498.000","215.000","2.000","15.700","0.770","964.200","","0.000","-99.000","-99.000","-99.000","16.400","","14.700",""
"C0AH40","2020-02-12 06:00:00","426.000","336.000","1.400","15.400","0.880","-99.000","","0.000","-99.000","-99.000","-99.000","17.800","","15.400",""
"C0X280","2020-02-12 06:00:00","22.000","142.000","0.700","16.300","0.930","1017.100","","0.000","-99.000","-99.000","-99.000","17.800","","16.300",""
"C0V620","2020-02-12 06:00:00","18.000","0.000","0.200","17.600","0.920","1017.100","","0.000","-99.000","-99.000","-99.000","19.000","","17.600",""
"C0H960","2020-02-12 06:00:00","120.000","221.000","1.300","16.700","1.000","1004.000","","0.000","-99.000","-99.000","-99.000","18.400","","16.700",""
"C0M530","2020-02-12 06:00:00","1385.000","67.000","0.400","11.800","0.610","872.700","","0.000","-99.000","-99.000","-99.000","13.200","","11.700",""
"C0R170","2020-02-12 06:00:00","26.000","17.000","0.600","17.000","1.000","1016.500","","0.000","-99.000","-99.000","-99.000","19.700","","17.000",""
"C0I420","2020-02-12 06:00:00","305.000","0.000","0.000","14.500","0.950","984.500","","0.000","-99.000","-99.000","-99.000","16.800","","14.500",""
"C0A640","2020-02-12 06:00:00","241.000","0.000","0.000","15.000","0.870","993.700","","0.000","-99.000","-99.000","-99.000","15.700","","14.200",""
"C0A930","2020-02-12 06:00:00","216.000","320.000","1.700","14.000","0.950","992.600","","0.000","-99.000","-99.000","-99.000","17.400","","13.500",""
"C0F9M0","2020-02-12 06:00:00","230.000","109.000","0.300","16.100","0.930","992.200","","0.000","-99.000","-99.000","-99.000","18.000","","16.100",""
"C0AC40","2020-02-12 06:00:00","1079.000","254.000","4.100","11.700","0.890","897.700","","0.000","-99.000","-99.000","-99.000","12.300","","11.000",""
"C0AI00","2020-02-12 06:00:00","188.000","119.000","0.700","15.400","0.910","998.400","","0.000","-99.000","-99.000","-99.000","16.400","","15.100",""
"C0T9M0","2020-02-12 06:00:00","92.000","309.000","1.700","16.900","0.910","1012.200","","0.000","-99.000","-99.000","-99.000","19.600","","16.900",""
"C0S960","2020-02-12 06:00:00","32.000","299.000","4.400","19.500","0.700","1016.900","","0.000","-99.000","-99.000","-99.000","20.700","","19.100",""
"C0K430","2020-02-12 06:00:00","30.000","127.000","0.300","16.100","0.990","1016.800","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0Z170","2020-02-12 06:00:00","199.000","0.000","0.000","15.400","0.990","1000.500","","0.000","-99.000","-99.000","-99.000","16.500","","14.600",""
"C0Z100","2020-02-12 06:00:00","36.000","246.000","1.300","15.800","0.900","1018.500","","0.000","-99.000","-99.000","-99.000","17.300","","15.600",""
"C0U710","2020-02-12 06:00:00","1942.000","270.000","1.000","7.400","0.720","811.400","","0.000","-99.000","-99.000","-99.000","7.700","","6.300",""
"C0SA30","2020-02-12 06:00:00","92.000","281.000","3.100","20.800","0.630","1011.400","","0.000","-99.000","-99.000","-99.000","21.200","","19.800",""
"C0V500","2020-02-12 06:00:00","6.000","63.000","0.500","19.900","0.770","1016.700","","0.000","-99.000","-99.000","-99.000","21.400","","19.800",""
"CM0160","2020-02-12 06:00:00","159.000","96.000","1.300","15.700","0.880","1002.200","","0.000","-99.000","-99.000","-99.000","17.200","","15.300",""
"C0V350","2020-02-12 06:00:00","36.000","275.000","0.800","16.000","0.940","1016.300","","0.000","-99.000","-99.000","-99.000","18.500","","16.000",""
"C0W120","2020-02-12 06:00:00","58.000","-99.000","-99.000","19.300","0.830","1012.800","","0.000","-99.000","-99.000","-99.000","19.300","","17.400",""
"C0R470","2020-02-12 06:00:00","103.000","54.000","0.600","18.000","0.840","1008.000","","0.000","-99.000","-99.000","-99.000","19.200","","18.000",""
"C0M770","2020-02-12 06:00:00","164.000","123.000","0.800","17.100","0.810","999.800","","0.000","-99.000","-99.000","-99.000","17.700","","16.600",""
"C0S930","2020-02-12 06:00:00","248.000","239.000","0.800","16.400","0.840","993.600","","0.000","-99.000","-99.000","-99.000","17.700","","15.800",""
"C0F9Y0","2020-02-12 06:00:00","3313.000","224.000","6.200","2.600","0.710","687.300","","0.000","16.200","235.000","","4.000","","2.200",""
"C0E790","2020-02-12 06:00:00","344.000","111.000","1.300","15.000","1.000","979.100","","0.000","-99.000","-99.000","-99.000","17.000","","15.000",""
"C0R520","2020-02-12 06:00:00","18.000","23.000","1.500","17.700","0.960","1017.400","","0.000","-99.000","-99.000","-99.000","19.800","","17.700",""
"C0G880","2020-02-12 06:00:00","92.000","119.000","0.500","17.300","0.920","1008.200","","0.000","-99.000","-99.000","-99.000","18.900","","17.300",""
"C0R260","2020-02-12 06:00:00","76.000","97.000","0.400","19.700","0.670","1009.900","","0.000","-99.000","-99.000","-99.000","20.300","","18.200",""
"C0U950","2020-02-12 06:00:00","1012.000","113.000","3.500","12.700","0.880","908.100","","0.000","-99.000","-99.000","-99.000","13.100","","11.400",""
"C0O860","2020-02-12 06:00:00","38.000","0.000","0.000","16.400","0.990","1014.100","","0.000","-99.000","-99.000","-99.000","18.000","","16.400",""
"C0R320","2020-02-12 06:00:00","7.000","70.000","5.700","21.400","0.710","1018.700","","0.000","-99.000","-99.000","-99.000","22.200","","21.100",""
"C0S980","2020-02-12 06:00:00","901.000","69.000","2.000","14.800","0.950","919.900","","0.000","-99.000","-99.000","-99.000","15.200","","14.000",""
"C0X110","2020-02-12 06:00:00","20.000","98.000","0.700","18.600","0.920","1017.300","","0.000","-99.000","-99.000","-99.000","20.200","","18.600",""
"C0V310","2020-02-12 06:00:00","46.000","235.000","0.500","17.100","0.910","1013.200","","0.000","-99.000","-99.000","-99.000","19.600","","17.100",""
"C0G620","2020-02-12 06:00:00","110.000","235.000","0.700","15.900","0.990","1005.900","","0.000","-99.000","-99.000","-99.000","17.400","","15.500",""
"C0AD50","2020-02-12 06:00:00","84.000","86.000","1.200","14.500","1.000","1010.100","","0.000","-99.000","-99.000","-99.000","16.900","","14.400",""
"C0A9A0","2020-02-12 06:00:00","24.000","0.000","0.000","15.900","0.900","1016.700","","0.000","-99.000","-99.000","-99.000","17.300","","15.900",""
"C0O830","2020-02-12 06:00:00","127.000","130.000","1.100","16.100","0.990","1005.300","","0.000","-99.000","-99.000","-99.000","17.400","","16.000",""
"C0S760","2020-02-12 06:00:00","1621.000","181.000","1.700","9.200","1.000","844.400","","0.000","-99.000","-99.000","-99.000","9.400","","7.900",""
"C0X160","2020-02-12 06:00:00","26.000","31.000","0.400","17.900","1.000","1016.600","","0.000","-99.000","-99.000","-99.000","19.300","","17.900",""
"C0C490","2020-02-12 06:00:00","157.000","150.000","0.500","15.900","0.870","1000.900","","0.000","-99.000","-99.000","-99.000","16.900","","15.500",""
"C0F970","2020-02-12 06:00:00","145.000","98.000","2.200","16.400","0.850","1001.300","","0.000","-99.000","-99.000","-99.000","18.200","","16.300",""
"C0R440","2020-02-12 06:00:00","1654.000","102.000","5.900","9.300","1.000","838.300","","0.000","12.600","99.000","","9.700","","8.300",""
"C0M690","2020-02-12 06:00:00","33.000","126.000","0.900","16.200","0.950","1014.600","","0.000","-99.000","-99.000","-99.000","17.800","","16.200",""
"C0V690","2020-02-12 06:00:00","30.000","57.000","1.400","19.800","0.770","1016.300","","0.000","-99.000","-99.000","-99.000","21.800","","19.800",""
"C0Z210","2020-02-12 06:00:00","126.000","187.000","0.600","14.700","0.990","1008.400","","0.000","-99.000","-99.000","-99.000","15.800","","14.500",""
"C0U770","2020-02-12 06:00:00","5.000","336.000","4.500","15.800","0.810","1020.400","","0.000","-99.000","-99.000","-99.000","18.000","","15.800",""
"C0Z080","2020-02-12 06:00:00","298.000","196.000","1.200","14.000","0.990","986.700","","0.000","-99.000","-99.000","-99.000","15.200","","13.800",""
"C0G640","2020-02-12 06:00:00","17.000","0.000","0.000","15.800","0.970","1019.600","","0.000","-99.000","-99.000","-99.000","17.800","","15.500",""
"C0X200","2020-02-12 06:00:00","61.000","0.000","0.100","15.300","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","17.100","","15.300",""
"C0U900","2020-02-12 06:00:00","63.000","233.000","1.300","16.400","0.870","1014.400","","0.000","-99.000","-99.000","-99.000","17.200","","15.700",""
"C0Z230","2020-02-12 06:00:00","31.000","302.000","6.000","18.000","0.640","1017.800","","0.000","-99.000","-99.000","-99.000","20.300","","18.000",""
"C0F9O0","2020-02-12 06:00:00","175.000","84.000","0.500","16.600","1.000","998.400","","0.000","-99.000","-99.000","-99.000","18.700","","16.500",""
"C0C540","2020-02-12 06:00:00","46.000","178.000","1.200","15.800","0.880","1014.000","","0.000","-99.000","-99.000","-99.000","16.400","","15.400",""
"C0G770","2020-02-12 06:00:00","15.000","216.000","0.500","16.900","0.960","1017.200","","0.000","-99.000","-99.000","-99.000","18.300","","16.900",""
"C0V670","2020-02-12 06:00:00","20.000","2.000","1.200","19.500","0.800","1016.600","","0.000","-99.000","-99.000","-99.000","20.200","","19.200",""
"C0A870","2020-02-12 06:00:00","685.000","181.000","2.500","16.400","0.760","939.700","","0.000","-99.000","-99.000","-99.000","16.400","","14.700",""
"C0R220","2020-02-12 06:00:00","23.000","34.000","1.100","17.500","1.000","1016.900","","0.000","-99.000","-99.000","-99.000","19.600","","17.500",""
"C0Z220","2020-02-12 06:00:00","589.000","259.000","2.400","13.300","0.870","954.900","","0.000","-99.000","-99.000","-99.000","14.600","","13.200",""
"C0D560","2020-02-12 06:00:00","147.000","128.000","1.400","16.600","0.730","1002.500","","0.000","-99.000","-99.000","-99.000","17.100","","16.200",""
"C0I380","2020-02-12 06:00:00","258.000","0.000","0.000","14.800","0.960","988.400","","0.000","-99.000","-99.000","-99.000","19.400","","14.800",""
"C0Z020","2020-02-12 06:00:00","211.000","203.000","1.900","14.500","0.990","996.600","","0.000","-99.000","-99.000","-99.000","16.000","","14.300",""
"C0Z190","2020-02-12 06:00:00","62.000","305.000","3.700","19.800","0.630","1013.600","","0.000","-99.000","-99.000","-99.000","20.500","","19.700",""
"C0C710","2020-02-12 06:00:00","143.000","0.000","0.200","12.200","0.990","1003.400","","0.000","-99.000","-99.000","-99.000","15.400","","12.200",""
"C0C680","2020-02-12 06:00:00","228.000","92.000","0.800","15.600","0.820","991.100","","0.000","-99.000","-99.000","-99.000","16.700","","15.000",""
"C0X140","2020-02-12 06:00:00","17.000","0.000","0.200","17.000","0.970","1016.600","","0.000","-99.000","-99.000","-99.000","18.500","","16.900",""
"C0V710","2020-02-12 06:00:00","34.000","0.000","0.000","19.600","0.780","1014.700","","0.000","-99.000","-99.000","-99.000","21.200","","19.600",""
"C0G840","2020-02-12 06:00:00","32.000","0.000","0.000","15.800","1.000","1015.100","","0.000","-99.000","-99.000","-99.000","17.400","","15.800",""
"C0S890","2020-02-12 06:00:00","238.000","0.000","0.000","15.200","0.990","997.400","","0.000","-99.000","-99.000","-99.000","16.100","","14.600",""
"C0T820","2020-02-12 06:00:00","550.000","0.000","0.100","11.600","0.940","963.100","","0.000","-99.000","-99.000","-99.000","14.200","","11.600",""
"C0F9I0","2020-02-12 06:00:00","194.000","0.000","0.000","16.200","0.940","996.100","","0.000","-99.000","-99.000","-99.000","17.800","","16.200",""
"C0C650","2020-02-12 06:00:00","208.000","220.000","1.100","15.300","0.810","994.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.000",""
"C0R600","2020-02-12 06:00:00","766.000","190.000","0.300","17.700","0.650","932.300","","0.000","-99.000","-99.000","-99.000","18.200","","16.400",""
"C0Z320","2020-02-12 06:00:00","646.000","282.000","0.900","11.700","0.970","947.600","","0.000","-99.000","-99.000","-99.000","12.200","","10.900",""
"C0V210","2020-02-12 06:00:00","734.000","0.000","0.000","13.500","0.820","937.900","","0.000","-99.000","-99.000","-99.000","15.800","","13.500",""
"C0K240","2020-02-12 06:00:00","1132.000","109.000","1.000","15.600","0.420","896.400","","0.000","-99.000","-99.000","-99.000","16.300","","13.200",""
"C0M520","2020-02-12 06:00:00","15.000","132.000","0.900","16.300","0.950","1017.000","","0.000","-99.000","-99.000","-99.000","17.200","","16.000",""
"C0A530","2020-02-12 06:00:00","300.000","0.000","0.000","13.100","0.990","985.300","","0.000","-99.000","-99.000","-99.000","18.000","","13.100",""
"C0E820","2020-02-12 06:00:00","220.000","206.000","0.800","13.400","0.950","994.200","","0.000","-99.000","-99.000","-99.000","15.100","","13.400",""
"C0K450","2020-02-12 06:00:00","35.000","259.000","0.300","17.000","0.910","1014.400","","0.000","-99.000","-99.000","-99.000","17.500","","16.900",""
"C0G760","2020-02-12 06:00:00","53.000","250.000","0.600","16.300","0.990","1015.800","","0.000","-99.000","-99.000","-99.000","17.500","","16.200",""
"CM0120","2020-02-12 06:00:00","4.000","148.000","0.700","17.000","0.850","1018.700","","0.000","-99.000","-99.000","-99.000","18.400","","17.000",""
"C0Z290","2020-02-12 06:00:00","946.000","0.000","0.200","12.500","0.900","915.500","","0.000","-99.000","-99.000","-99.000","12.900","","12.000",""
"C0V680","2020-02-12 06:00:00","40.000","67.000","0.300","18.600","0.830","1014.300","","0.000","-99.000","-99.000","-99.000","20.000","","18.500",""
"C0F9U0","2020-02-12 06:00:00","74.000","0.000","0.100","18.200","0.910","1010.100","","0.000","-99.000","-99.000","-99.000","19.400","","18.100",""
"C0AI10","2020-02-12 06:00:00","76.000","195.000","1.500","15.400","0.920","1010.200","","0.000","-99.000","-99.000","-99.000","16.000","","15.100",""
"C0V530","2020-02-12 06:00:00","34.000","92.000","0.400","18.000","1.000","1015.100","","0.000","-99.000","-99.000","-99.000","18.200","","17.200",""
"C0R550","2020-02-12 06:00:00","38.000","37.000","3.200","17.700","0.770","1015.600","","0.000","-99.000","-99.000","-99.000","19.900","","17.300",""
"C0F9L0","2020-02-12 06:00:00","253.000","37.000","1.000","15.800","0.880","989.300","","0.000","-99.000","-99.000","-99.000","18.500","","15.800",""
"C0A950","2020-02-12 06:00:00","60.000","268.000","0.300","17.500","0.920","1012.700","","0.000","-99.000","-99.000","-99.000","20.700","","17.500",""
"C0R160","2020-02-12 06:00:00","45.000","22.000","1.800","16.700","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","19.000","","16.700",""
"C0F9S0","2020-02-12 06:00:00","43.000","40.000","0.500","17.600","0.890","1014.400","","0.000","-99.000","-99.000","-99.000","18.700","","17.600",""
"C0M820","2020-02-12 06:00:00","980.000","116.000","0.500","14.000","0.500","910.500","","0.000","-99.000","-99.000","-99.000","14.600","","13.500",""
"C0G870","2020-02-12 06:00:00","12.000","108.000","0.400","15.700","0.970","1018.600","","0.000","-99.000","-99.000","-99.000","17.700","","15.400",""
"C0R530","2020-02-12 06:00:00","16.000","360.000","2.200","18.300","0.780","1017.200","","0.000","-99.000","-99.000","-99.000","20.100","","18.300",""
"C0O840","2020-02-12 06:00:00","134.000","109.000","1.300","17.700","0.860","1002.000","","0.000","-99.000","-99.000","-99.000","17.900","","16.300",""
"C0A890","2020-02-12 06:00:00","40.000","0.000","0.200","-99.000","0.960","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-12 06:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-02-12 06:00:00","725.000","207.000","1.600","15.400","0.810","939.500","","0.000","-99.000","-99.000","-99.000","16.200","","14.400",""
"C0R270","2020-02-12 06:00:00","51.000","135.000","3.300","22.100","0.710","1011.700","","0.000","-99.000","-99.000","-99.000","22.200","","18.800",""
"C0O980","2020-02-12 06:00:00","18.000","62.000","0.500","16.000","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","17.700","","15.800",""
"C0T9I0","2020-02-12 06:00:00","152.000","209.000","2.700","16.700","0.780","1004.500","","0.000","-99.000","-99.000","-99.000","17.600","","16.700",""
"C0V760","2020-02-12 06:00:00","30.000","66.000","0.500","18.200","0.980","1016.000","","0.000","-99.000","-99.000","-99.000","19.700","","18.200",""
"C0AG90","2020-02-12 06:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R570","2020-02-12 06:00:00","37.000","5.000","1.400","17.500","0.920","1013.600","","0.000","-99.000","-99.000","-99.000","19.800","","17.500",""
"C0O900","2020-02-12 06:00:00","9.000","0.000","0.000","16.000","0.990","1018.500","","0.000","-99.000","-99.000","-99.000","18.200","","16.000",""
"C0AD00","2020-02-12 06:00:00","86.000","212.000","0.600","17.400","0.820","1009.500","","0.000","-99.000","-99.000","-99.000","17.500","","15.800",""
"C0V700","2020-02-12 06:00:00","24.000","0.000","0.000","20.000","0.760","1015.500","","0.000","-99.000","-99.000","-99.000","21.200","","20.000",""
"C0AH00","2020-02-12 06:00:00","38.000","0.000","0.000","14.700","1.000","1014.800","","0.000","-99.000","-99.000","-99.000","17.000","","14.700",""
"C0X080","2020-02-12 06:00:00","2.000","107.000","0.700","15.300","0.990","1019.000","","0.000","-99.000","-99.000","-99.000","16.900","","14.500",""
"C0G910","2020-02-12 06:00:00","42.000","0.000","0.100","16.900","0.950","1015.000","","0.000","-99.000","-99.000","-99.000","17.800","","16.800",""
"C0I480","2020-02-12 06:00:00","2165.000","0.000","0.000","7.700","0.460","792.300","","0.000","-99.000","-99.000","-99.000","8.700","","6.500",""
"C0A860","2020-02-12 06:00:00","362.000","0.000","0.000","16.700","0.730","977.300","","0.000","-99.000","-99.000","-99.000","17.900","","16.000",""
"C0U940","2020-02-12 06:00:00","25.000","272.000","1.300","14.900","0.880","1018.500","","0.000","-99.000","-99.000","-99.000","16.700","","14.900",""
"C0S970","2020-02-12 06:00:00","19.000","294.000","3.500","20.200","0.730","1018.500","","0.000","-99.000","-99.000","-99.000","21.700","","19.600",""
"C0V260","2020-02-12 06:00:00","126.000","6.000","0.800","15.900","0.990","1004.900","","0.000","-99.000","-99.000","-99.000","17.500","","15.800",""
"C0H990","2020-02-12 06:00:00","3076.000","213.000","5.000","2.200","0.470","707.900","","0.000","-99.000","-99.000","-99.000","4.900","","1.900",""
"C0F9K0","2020-02-12 06:00:00","30.000","50.000","0.900","16.900","0.890","1014.500","","0.000","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0AH90","2020-02-12 06:00:00","660.000","0.000","0.000","6.800","0.990","948.400","","0.000","-99.000","-99.000","-99.000","10.200","","6.800",""
"C0W150","2020-02-12 06:00:00","42.000","158.000","0.900","16.100","0.790","1014.900","","0.000","-99.000","-99.000","-99.000","16.800","","15.500",""
"C0F000","2020-02-12 06:00:00","273.000","105.000","0.500","16.200","0.990","985.100","","0.000","-99.000","-99.000","-99.000","17.400","","16.000",""
"C0K410","2020-02-12 06:00:00","20.000","133.000","0.600","17.000","0.930","1016.000","","0.000","-99.000","-99.000","-99.000","17.400","","16.900",""
"C0R140","2020-02-12 06:00:00","740.000","11.000","0.300","16.000","0.590","938.000","","0.000","-99.000","-99.000","-99.000","16.400","","14.300",""
"C0V800","2020-02-12 06:00:00","256.000","255.000","0.800","17.800","0.920","988.300","","0.000","-99.000","-99.000","-99.000","18.100","","16.800",""
"C0S830","2020-02-12 06:00:00","288.000","249.000","2.100","19.300","0.660","989.600","","0.000","-99.000","-99.000","-99.000","19.800","","18.300",""
"C0S920","2020-02-12 06:00:00","98.000","291.000","2.200","18.900","0.730","1005.000","","0.000","-99.000","-99.000","-99.000","19.800","","17.100",""
"C0V640","2020-02-12 06:00:00","35.000","90.000","1.400","17.900","0.950","1015.400","","0.000","-99.000","-99.000","-99.000","19.500","","17.600",""
"C0AH80","2020-02-12 06:00:00","68.000","0.000","0.000","14.000","0.990","1010.900","","0.000","-99.000","-99.000","-99.000","15.700","","13.700",""
"C0K250","2020-02-12 06:00:00","12.000","109.000","0.300","14.200","0.980","1018.000","","0.000","-99.000","-99.000","-99.000","17.200","","14.200",""
"C0R840","2020-02-12 06:00:00","536.000","47.000","3.500","16.400","-99.000","959.200","","0.000","-99.000","-99.000","-99.000","16.600","","16.300",""
"C0I410","2020-02-12 06:00:00","180.000","0.000","0.000","15.800","0.910","998.000","","0.000","-99.000","-99.000","-99.000","17.500","","15.300",""
"C0M410","2020-02-12 06:00:00","245.000","20.000","0.400","14.800","0.860","987.600","","0.000","-99.000","-99.000","-99.000","16.600","","14.600",""
"C0F9Z0","2020-02-12 06:00:00","3193.000","215.000","5.100","3.200","0.690","697.500","","0.000","14.400","230.000","","4.400","","2.700",""
"C0G810","2020-02-12 06:00:00","26.000","268.000","0.400","17.200","0.950","1015.700","","0.000","-99.000","-99.000","-99.000","18.300","","17.200",""
"C0U650","2020-02-12 06:00:00","442.000","73.000","0.600","14.600","0.830","970.100","","0.000","-99.000","-99.000","-99.000","15.700","","14.400",""
"C0D660","2020-02-12 06:00:00","65.000","100.000","1.000","16.500","0.850","1011.600","","0.000","-99.000","-99.000","-99.000","17.300","","16.300",""
"C0E540","2020-02-12 06:00:00","32.000","198.000","1.300","14.900","0.950","1015.900","","0.000","-99.000","-99.000","-99.000","16.200","","14.900",""
"C0W170","2020-02-12 06:00:00","42.000","152.000","2.700","14.100","0.910","1013.200","","0.000","-99.000","-99.000","-99.000","14.600","","13.300",""
"C0Z150","2020-02-12 06:00:00","27.000","223.000","3.000","15.800","0.950","1018.600","","0.000","-99.000","-99.000","-99.000","17.700","","15.800",""
"C0S840","2020-02-12 06:00:00","22.000","277.000","2.000","18.700","0.840","1020.200","","0.000","-99.000","-99.000","-99.000","20.400","","18.400",""
"C0H9A0","2020-02-12 06:00:00","1595.000","233.000","0.500","9.700","0.670","850.000","","0.000","-99.000","-99.000","-99.000","11.300","","8.800",""
"C0Z300","2020-02-12 06:00:00","182.000","0.000","0.000","14.300","0.990","1002.100","","0.000","-99.000","-99.000","-99.000","16.300","","14.000",""
"C0G730","2020-02-12 06:00:00","27.000","0.000","0.000","16.000","0.980","1016.800","","0.000","-99.000","-99.000","-99.000","17.200","","15.900",""
"C0V730","2020-02-12 06:00:00","33.000","7.000","0.800","18.500","0.990","1015.900","","0.000","-99.000","-99.000","-99.000","20.200","","18.500",""
"C0SA00","2020-02-12 06:00:00","466.000","296.000","2.500","15.200","0.900","967.800","","0.000","-99.000","-99.000","-99.000","15.900","","14.500",""
"C0S900","2020-02-12 06:00:00","27.000","101.000","3.000","22.200","0.760","1018.300","","0.000","-99.000","-99.000","-99.000","22.600","","21.200",""
"C0C480","2020-02-12 06:00:00","105.000","0.000","0.000","15.400","0.910","1007.000","","0.000","-99.000","-99.000","-99.000","16.800","","15.300",""
"C0V720","2020-02-12 06:00:00","15.000","54.000","1.400","18.600","0.880","1017.500","","0.000","-99.000","-99.000","-99.000","21.100","","18.600",""
