"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F970","2020-02-12 09:00:00","145.000","167.000","1.200","20.400","0.650","1002.700","","0.000","-99.000","-99.000","-99.000","20.400","","16.200",""
"C0R440","2020-02-12 09:00:00","1654.000","118.000","4.300","10.800","1.000","840.100","","0.000","11.400","94.000","","10.800","","8.300",""
"C0M690","2020-02-12 09:00:00","33.000","84.000","1.100","21.800","0.680","1015.600","","0.000","-99.000","-99.000","-99.000","21.800","","16.200",""
"C0V690","2020-02-12 09:00:00","30.000","79.000","2.500","23.500","0.610","1017.700","","0.000","-99.000","-99.000","-99.000","23.500","","19.500",""
"C0Z210","2020-02-12 09:00:00","126.000","179.000","1.600","17.900","0.830","1009.000","","0.000","-99.000","-99.000","-99.000","17.900","","14.500",""
"C0U770","2020-02-12 09:00:00","5.000","322.000","3.400","20.800","0.640","1021.200","","0.000","-99.000","-99.000","-99.000","20.800","","15.700",""
"C0Z080","2020-02-12 09:00:00","298.000","185.000","0.800","18.000","0.920","987.600","","0.000","-99.000","-99.000","-99.000","18.000","","13.800",""
"C0G640","2020-02-12 09:00:00","17.000","137.000","1.300","20.300","0.800","1020.700","","0.000","-99.000","-99.000","-99.000","20.300","","15.100",""
"C0X200","2020-02-12 09:00:00","61.000","48.000","1.200","21.100","0.730","1012.900","","0.000","-99.000","-99.000","-99.000","21.100","","15.300",""
"C0U900","2020-02-12 09:00:00","63.000","201.000","1.000","21.400","0.610","1015.300","","0.000","-99.000","-99.000","-99.000","21.400","","15.600",""
"C0Z230","2020-02-12 09:00:00","31.000","244.000","1.600","21.500","0.530","1018.800","","0.000","11.400","312.000","","21.500","","17.600",""
"C0F9O0","2020-02-12 09:00:00","175.000","0.000","0.200","22.000","0.670","999.700","","0.000","-99.000","-99.000","-99.000","22.000","","16.400",""
"C0C540","2020-02-12 09:00:00","46.000","143.000","1.400","20.500","0.650","1014.900","","0.000","-99.000","-99.000","-99.000","20.800","","15.300",""
"C0G770","2020-02-12 09:00:00","15.000","141.000","0.300","21.200","0.730","1018.300","","0.000","-99.000","-99.000","-99.000","21.200","","16.600",""
"C0V670","2020-02-12 09:00:00","20.000","0.000","0.100","23.200","0.590","1017.800","","0.000","-99.000","-99.000","-99.000","23.200","","19.200",""
"C0A870","2020-02-12 09:00:00","685.000","127.000","0.700","21.200","0.630","940.900","","0.000","-99.000","-99.000","-99.000","21.200","","14.700",""
"C0R220","2020-02-12 09:00:00","23.000","263.000","0.700","21.600","0.750","1018.300","","0.000","-99.000","-99.000","-99.000","21.600","","17.400",""
"C0Z220","2020-02-12 09:00:00","589.000","261.000","1.200","17.000","0.670","955.800","","0.000","-99.000","-99.000","-99.000","17.000","","13.200",""
"C0D560","2020-02-12 09:00:00","147.000","115.000","0.800","21.700","0.570","1003.600","","0.000","-99.000","-99.000","-99.000","21.700","","16.100",""
"C0I380","2020-02-12 09:00:00","258.000","130.000","0.800","20.900","0.590","989.700","","0.000","-99.000","-99.000","-99.000","21.100","","14.400",""
"C0Z020","2020-02-12 09:00:00","211.000","203.000","1.400","17.700","0.990","997.200","","0.000","-99.000","-99.000","-99.000","17.700","","14.300",""
"C0Z190","2020-02-12 09:00:00","62.000","314.000","3.600","22.000","0.550","1014.200","","0.000","9.500","292.000","","22.000","","19.500",""
"C0C710","2020-02-12 09:00:00","143.000","121.000","0.300","18.000","0.950","1004.500","","0.000","-99.000","-99.000","-99.000","18.000","","11.900",""
"C0D360","2020-02-12 09:00:00","523.000","0.000","0.000","18.300","0.690","959.100","","0.000","-99.000","-99.000","-99.000","18.300","","12.500",""
"C0C680","2020-02-12 09:00:00","228.000","80.000","1.300","19.200","0.720","992.300","","0.000","-99.000","-99.000","-99.000","19.700","","15.000",""
"C0X140","2020-02-12 09:00:00","17.000","93.000","1.300","22.100","0.690","1017.500","","0.000","-99.000","-99.000","-99.000","22.100","","16.900",""
"C0V710","2020-02-12 09:00:00","34.000","131.000","1.100","23.300","0.600","1016.200","","0.000","-99.000","-99.000","-99.000","23.300","","19.500",""
"C0G840","2020-02-12 09:00:00","32.000","138.000","0.600","20.400","0.750","1016.200","","0.000","-99.000","-99.000","-99.000","20.400","","15.800",""
"C0S890","2020-02-12 09:00:00","238.000","50.000","0.300","19.400","0.740","998.100","","0.000","-99.000","-99.000","-99.000","19.400","","14.600",""
"C0T820","2020-02-12 09:00:00","550.000","0.000","0.000","15.200","0.760","963.500","","0.000","-99.000","-99.000","-99.000","15.200","","11.400",""
"C0F9I0","2020-02-12 09:00:00","194.000","199.000","2.200","20.600","0.760","997.300","","0.000","-99.000","-99.000","-99.000","20.600","","16.200",""
"C0C650","2020-02-12 09:00:00","208.000","160.000","0.900","20.900","0.590","996.000","","0.000","-99.000","-99.000","-99.000","20.900","","15.000",""
"C0R600","2020-02-12 09:00:00","766.000","274.000","1.800","19.600","0.620","933.700","","0.000","-99.000","-99.000","-99.000","20.200","","16.400",""
"C0Z320","2020-02-12 09:00:00","646.000","82.000","0.700","20.300","0.580","948.500","","0.000","-99.000","-99.000","-99.000","20.300","","10.900",""
"C0V210","2020-02-12 09:00:00","734.000","182.000","0.800","20.100","0.490","938.800","","0.000","-99.000","-99.000","-99.000","20.100","","12.900",""
"C0K240","2020-02-12 09:00:00","1132.000","0.000","0.000","17.000","0.540","897.800","","0.000","-99.000","-99.000","-99.000","17.600","","13.200",""
"C0M520","2020-02-12 09:00:00","15.000","104.000","0.900","20.600","0.760","1018.100","","0.000","-99.000","-99.000","-99.000","20.600","","16.000",""
"C0A530","2020-02-12 09:00:00","300.000","0.000","0.000","19.300","0.860","986.300","","0.000","-99.000","-99.000","-99.000","19.300","","12.500",""
"C0E820","2020-02-12 09:00:00","220.000","201.000","0.600","19.800","0.670","994.700","","0.000","-99.000","-99.000","-99.000","19.800","","13.300",""
"C0K450","2020-02-12 09:00:00","35.000","130.000","0.600","21.900","0.610","1015.500","","0.000","-99.000","-99.000","-99.000","21.900","","16.800",""
"C0G760","2020-02-12 09:00:00","53.000","195.000","1.200","21.000","0.820","1016.800","","0.000","-99.000","-99.000","-99.000","21.000","","16.000",""
"CM0120","2020-02-12 09:00:00","4.000","138.000","1.700","20.400","0.760","1019.500","","0.000","-99.000","-99.000","-99.000","20.400","","16.800",""
"C0Z290","2020-02-12 09:00:00","946.000","138.000","0.700","15.800","0.770","916.300","","0.000","-99.000","-99.000","-99.000","16.200","","12.000",""
"C0V680","2020-02-12 09:00:00","40.000","99.000","0.600","24.000","0.590","1015.600","","0.000","-99.000","-99.000","-99.000","24.000","","17.900",""
"C0F9U0","2020-02-12 09:00:00","74.000","116.000","1.500","20.300","0.730","1011.700","","0.000","-99.000","-99.000","-99.000","20.600","","18.000",""
"C0AI10","2020-02-12 09:00:00","76.000","176.000","1.800","19.000","0.730","1011.300","","0.000","-99.000","-99.000","-99.000","19.000","","15.100",""
"C0V530","2020-02-12 09:00:00","34.000","84.000","0.800","22.700","0.640","1016.100","","0.000","-99.000","-99.000","-99.000","22.700","","16.900",""
"C0R550","2020-02-12 09:00:00","38.000","292.000","1.200","24.800","0.490","1017.000","","0.000","-99.000","-99.000","-99.000","24.800","","17.300",""
"C0F9L0","2020-02-12 09:00:00","253.000","196.000","1.800","22.400","0.560","990.500","","0.000","-99.000","-99.000","-99.000","22.400","","15.500",""
"C0A950","2020-02-12 09:00:00","60.000","241.000","1.000","20.300","0.710","1013.900","","0.000","9.300","151.000","","22.600","","17.400",""
"C0R160","2020-02-12 09:00:00","45.000","5.000","0.800","22.000","0.840","1014.600","","0.000","-99.000","-99.000","-99.000","22.000","","16.500",""
"C0F9S0","2020-02-12 09:00:00","43.000","144.000","1.600","20.100","0.730","1015.800","","0.000","-99.000","-99.000","-99.000","20.100","","17.300",""
"C0M820","2020-02-12 09:00:00","980.000","0.000","0.000","15.700","0.530","911.700","","0.000","-99.000","-99.000","-99.000","16.100","","13.500",""
"C0G870","2020-02-12 09:00:00","12.000","155.000","0.900","19.400","0.940","1019.800","","0.000","-99.000","-99.000","-99.000","19.400","","15.400",""
"C0O840","2020-02-12 09:00:00","134.000","136.000","0.800","23.400","0.560","1003.000","","0.000","-99.000","-99.000","-99.000","23.400","","16.300",""
"C0A890","2020-02-12 09:00:00","40.000","0.000","0.000","-99.000","0.850","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V810","2020-02-12 09:00:00","32.000","132.000","0.300","22.700","0.610","1015.700","","0.000","-99.000","-99.000","-99.000","22.700","","19.300",""
"C0A9C0","2020-02-12 09:00:00","35.000","208.000","0.300","20.400","0.710","1017.400","","0.000","-99.000","-99.000","-99.000","20.400","","15.100",""
"C0X310","2020-02-12 09:00:00","9.000","113.000","0.500","22.400","0.700","1020.000","","0.000","-99.000","-99.000","-99.000","22.400","","16.600",""
"C0K280","2020-02-12 09:00:00","23.000","98.000","0.700","23.600","0.670","1019.700","","0.000","-99.000","-99.000","-99.000","23.600","","15.400",""
"C0M650","2020-02-12 09:00:00","20.000","85.000","1.300","21.300","0.710","1018.300","","0.000","-99.000","-99.000","-99.000","21.300","","16.600",""
"C0S910","2020-02-12 09:00:00","212.000","94.000","2.100","21.300","0.990","998.800","","0.000","-99.000","-99.000","-99.000","22.300","","20.700",""
"C0D570","2020-02-12 09:00:00","15.000","192.000","0.300","21.700","0.770","1018.700","","0.000","-99.000","-99.000","-99.000","21.700","","14.500",""
"C0M710","2020-02-12 09:00:00","15.000","116.000","0.900","20.900","0.750","1018.600","","0.000","-99.000","-99.000","-99.000","20.900","","16.900",""
"C0V490","2020-02-12 09:00:00","20.000","91.000","1.100","23.300","0.530","1018.400","","0.000","-99.000","-99.000","-99.000","23.300","","19.800",""
"C0E870","2020-02-12 09:00:00","34.000","0.000","0.200","19.700","0.780","1018.000","","0.000","-99.000","-99.000","-99.000","19.700","","15.300",""
"C0M800","2020-02-12 09:00:00","440.000","31.000","0.500","18.500","0.600","970.800","","0.000","-99.000","-99.000","-99.000","18.500","","14.500",""
"C0A570","2020-02-12 09:00:00","360.000","0.000","0.000","16.200","0.840","980.200","","0.000","-99.000","-99.000","-99.000","16.200","","11.600",""
"C0S790","2020-02-12 09:00:00","236.000","275.000","2.200","19.500","0.690","996.800","","0.000","-99.000","-99.000","-99.000","20.200","","16.500",""
"C0D590","2020-02-12 09:00:00","143.000","144.000","0.900","19.600","0.690","1004.900","","0.000","-99.000","-99.000","-99.000","19.800","","15.700",""
"C0U990","2020-02-12 09:00:00","31.000","205.000","0.500","21.800","0.630","1018.800","","0.000","-99.000","-99.000","-99.000","21.800","","15.500",""
"C0M700","2020-02-12 09:00:00","150.000","0.000","0.000","24.000","0.540","1003.600","","0.000","-99.000","-99.000","-99.000","24.000","","15.100",""
"C0A970","2020-02-12 09:00:00","96.000","217.000","3.300","22.100","0.870","1010.600","","0.000","-99.000","-99.000","-99.000","22.100","","18.500",""
"CM0110","2020-02-12 09:00:00","7.000","147.000","0.500","20.300","0.730","1019.600","","-99.000","-99.000","-99.000","-99.000","20.300","","16.200",""
"C0S940","2020-02-12 09:00:00","150.000","0.000","0.200","24.000","0.670","1004.200","","0.000","-99.000","-99.000","-99.000","24.000","","18.700",""
"C0X250","2020-02-12 09:00:00","33.000","0.000","0.000","22.400","0.640","1016.400","","0.000","-99.000","-99.000","-99.000","22.400","","16.800",""
"C0K520","2020-02-12 09:00:00","10.000","115.000","1.900","21.000","0.750","1018.000","","0.000","-99.000","-99.000","-99.000","21.000","","16.600",""
"C0Z200","2020-02-12 09:00:00","153.000","94.000","1.500","19.500","0.780","1005.200","","0.000","-99.000","-99.000","-99.000","19.800","","14.000",""
"C0V740","2020-02-12 09:00:00","60.000","338.000","1.300","20.800","0.700","1014.600","","0.000","-99.000","-99.000","-99.000","20.800","","16.600",""
"C0V790","2020-02-12 09:00:00","410.000","42.000","1.000","21.300","0.440","972.500","","0.000","-99.000","-99.000","-99.000","21.300","","16.400",""
"C0G860","2020-02-12 09:00:00","45.000","138.000","0.900","21.200","0.690","1014.000","","0.000","-99.000","-99.000","-99.000","21.500","","16.700",""
"C0F0A0","2020-02-12 09:00:00","3587.000","199.000","2.300","1.400","0.790","665.200","","0.000","10.900","198.000","","1.400","","-0.200",""
"C0Z250","2020-02-12 09:00:00","1124.000","103.000","0.700","17.800","0.780","896.800","","0.000","-99.000","-99.000","-99.000","18.400","","10.200",""
"C0K440","2020-02-12 09:00:00","35.000","112.000","0.400","21.500","0.730","1016.400","","0.000","-99.000","-99.000","-99.000","21.500","","16.600",""
"C0T900","2020-02-12 09:00:00","160.000","205.000","0.400","22.400","0.530","1001.900","","0.000","-99.000","-99.000","-99.000","22.400","","14.600",""
"C0F9V0","2020-02-12 09:00:00","525.000","226.000","1.500","22.500","0.450","960.300","","0.000","-99.000","-99.000","-99.000","22.500","","15.100",""
"C0UA20","2020-02-12 09:00:00","2619.000","207.000","5.100","6.200","0.430","-99.000","","0.000","-99.000","-99.000","-99.000","6.700","","4.000",""
"C0M850","2020-02-12 09:00:00","695.000","0.000","0.000","18.500","0.630","941.100","","0.000","-99.000","-99.000","-99.000","18.500","","15.000",""
"C0C620","2020-02-12 09:00:00","19.000","168.000","1.100","22.900","0.660","1016.700","","0.000","-99.000","-99.000","-99.000","22.900","","13.700",""
"C0I360","2020-02-12 09:00:00","300.000","37.000","1.800","19.400","0.620","984.900","","0.000","-99.000","-99.000","-99.000","19.400","","16.100",""
"C0M810","2020-02-12 09:00:00","1354.000","0.000","0.200","16.100","0.480","871.400","","0.000","-99.000","-99.000","-99.000","16.100","","12.600",""
"C0AC80","2020-02-12 09:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"CM0140","2020-02-12 09:00:00","26.000","254.000","1.200","24.000","0.550","1019.200","","0.000","-99.000","-99.000","-99.000","24.000","","19.400",""
"C0SA20","2020-02-12 09:00:00","857.000","206.000","1.100","17.100","0.790","926.300","","0.000","-99.000","-99.000","-99.000","17.500","","13.600",""
"C0K490","2020-02-12 09:00:00","91.000","94.000","0.400","22.000","0.600","1009.500","","0.000","-99.000","-99.000","-99.000","22.000","","15.700",""
"C0V820","2020-02-12 09:00:00","441.000","37.000","1.800","21.500","0.500","972.100","","0.000","-99.000","-99.000","-99.000","21.500","","13.300",""
"C0S810","2020-02-12 09:00:00","65.000","339.000","1.800","20.500","0.720","1017.200","","0.000","-99.000","-99.000","-99.000","20.500","","17.300",""
"C0R580","2020-02-12 09:00:00","10.000","356.000","1.700","21.700","0.720","1019.400","","0.000","-99.000","-99.000","-99.000","21.700","","17.500",""
"C0Z330","2020-02-12 09:00:00","488.000","168.000","0.400","18.300","0.680","968.200","","0.000","-99.000","-99.000","-99.000","18.700","","13.700",""
"C0E590","2020-02-12 09:00:00","40.000","0.000","0.000","19.200","0.850","1014.600","","0.000","-99.000","-99.000","-99.000","19.800","","14.500",""
"C0D540","2020-02-12 09:00:00","227.000","0.000","0.200","21.100","0.630","994.900","","0.000","-99.000","-99.000","-99.000","21.100","","14.600",""
"C0K420","2020-02-12 09:00:00","42.000","140.000","0.400","20.500","0.730","1015.400","","0.000","-99.000","-99.000","-99.000","20.500","","16.300",""
"C0Z180","2020-02-12 09:00:00","34.000","270.000","0.600","21.900","0.610","1017.500","","0.000","-99.000","-99.000","-99.000","21.900","","16.600",""
"C0M720","2020-02-12 09:00:00","225.000","130.000","1.100","22.500","0.500","994.100","","0.000","-99.000","-99.000","-99.000","22.500","","15.700",""
"C0V450","2020-02-12 09:00:00","51.000","57.000","1.300","24.200","0.500","1014.400","","0.000","-99.000","-99.000","-99.000","24.200","","16.700",""
"C0R280","2020-02-12 09:00:00","242.000","63.000","1.300","20.600","0.840","994.100","","0.000","-99.000","-99.000","-99.000","20.600","","19.000",""
"C0E610","2020-02-12 09:00:00","850.000","0.000","0.000","19.300","0.520","925.700","","0.000","-99.000","-99.000","-99.000","19.300","","14.400",""
"C0V610","2020-02-12 09:00:00","22.000","110.000","1.600","22.100","0.690","1017.600","","0.000","-99.000","-99.000","-99.000","22.100","","17.300",""
"C0Z310","2020-02-12 09:00:00","59.000","203.000","1.900","23.900","0.620","1015.000","","0.000","-99.000","-99.000","-99.000","24.800","","18.400",""
"C0S700","2020-02-12 09:00:00","507.000","201.000","0.600","19.000","0.730","965.700","","0.000","-99.000","-99.000","-99.000","19.000","","15.000",""
"C0T9G0","2020-02-12 09:00:00","605.000","227.000","0.400","19.500","1.000","955.000","","0.000","-99.000","-99.000","-99.000","19.500","","14.500",""
"C0U520","2020-02-12 09:00:00","517.000","0.000","0.200","19.700","0.870","964.700","","0.000","-99.000","-99.000","-99.000","19.700","","11.600",""
"C0E750","2020-02-12 09:00:00","62.000","60.000","0.400","20.700","0.680","1013.700","","0.000","-99.000","-99.000","-99.000","20.700","","16.300",""
"C0G660","2020-02-12 09:00:00","27.000","130.000","2.800","21.500","0.750","1018.800","","0.000","-99.000","-99.000","-99.000","21.500","","15.700",""
"C0W140","2020-02-12 09:00:00","21.000","289.000","1.900","17.700","0.720","1018.900","","0.000","-99.000","-99.000","-99.000","18.300","","13.300",""
"C0U720","2020-02-12 09:00:00","1260.000","83.000","0.600","16.300","0.970","893.000","","0.000","-99.000","-99.000","-99.000","16.300","","10.200",""
"C0R690","2020-02-12 09:00:00","248.000","89.000","1.200","22.400","0.800","992.400","","0.000","-99.000","-99.000","-99.000","22.400","","20.200",""
"C0X150","2020-02-12 09:00:00","18.000","54.000","1.000","22.100","0.770","1019.700","","0.000","-99.000","-99.000","-99.000","22.100","","16.800",""
"C0Z050","2020-02-12 09:00:00","830.000","0.000","0.200","15.100","0.750","930.500","","0.000","-99.000","-99.000","-99.000","15.100","","11.800",""
"C0I490","2020-02-12 09:00:00","1601.000","94.000","1.400","17.800","0.370","847.300","","0.000","-99.000","-99.000","-99.000","17.800","","9.600",""
"C0I090","2020-02-12 09:00:00","910.000","18.000","1.000","19.600","0.470","918.900","","0.000","-99.000","-99.000","-99.000","19.600","","14.700",""
"C0X240","2020-02-12 09:00:00","394.000","103.000","0.400","21.600","0.560","975.700","","0.000","-99.000","-99.000","-99.000","21.600","","13.900",""
"C0S990","2020-02-12 09:00:00","409.000","9.000","1.600","20.300","0.740","976.100","","0.000","-99.000","-99.000","-99.000","20.300","","18.000",""
"C0E850","2020-02-12 09:00:00","104.000","0.000","0.000","20.800","0.660","1007.600","","0.000","-99.000","-99.000","-99.000","20.800","","14.900",""
"C0T9B0","2020-02-12 09:00:00","558.000","99.000","0.600","22.400","0.540","958.900","","0.000","-99.000","-99.000","-99.000","22.400","","16.100",""
"C0G650","2020-02-12 09:00:00","34.000","154.000","0.700","22.000","0.690","1016.200","","0.000","-99.000","-99.000","-99.000","22.000","","16.200",""
"C0K580","2020-02-12 09:00:00","26.000","137.000","1.000","22.300","0.790","1018.700","","0.000","-99.000","-99.000","-99.000","22.300","","15.700",""
"C0X050","2020-02-12 09:00:00","25.000","2.000","0.400","23.800","0.640","1016.100","","0.000","-99.000","-99.000","-99.000","23.800","","15.700",""
"CM0100","2020-02-12 09:00:00","25.000","162.000","1.500","20.400","0.630","1017.200","","0.000","-99.000","-99.000","-99.000","20.400","","15.800",""
"C0AC70","2020-02-12 09:00:00","71.000","0.000","0.000","20.000","0.720","1012.300","","0.000","-99.000","-99.000","-99.000","20.000","","15.900",""
"CM0130","2020-02-12 09:00:00","11.000","68.000","1.500","20.100","0.740","1019.900","","0.000","-99.000","-99.000","-99.000","20.100","","17.600",""
"C0W110","2020-02-12 09:00:00","16.000","-99.000","-99.000","15.700","0.830","1018.900","","0.000","-99.000","-99.000","-99.000","15.700","","13.000",""
"C0R670","2020-02-12 09:00:00","26.000","83.000","4.800","24.300","0.630","1018.700","","0.000","10.000","76.000","","24.300","","22.000",""
"C0X120","2020-02-12 09:00:00","28.000","68.000","0.600","22.600","0.710","1018.100","","0.000","-99.000","-99.000","-99.000","22.600","","17.200",""
"C0R100","2020-02-12 09:00:00","1006.000","104.000","0.600","18.700","0.540","909.000","","0.000","-99.000","-99.000","-99.000","18.700","","12.500",""
"C0C700","2020-02-12 09:00:00","151.000","128.000","1.300","19.400","0.660","1003.200","","0.000","-99.000","-99.000","-99.000","19.400","","15.200",""
"CM0190","2020-02-12 09:00:00","280.000","174.000","1.400","21.200","0.570","989.300","","0.000","-99.000","-99.000","-99.000","22.000","","14.800",""
"C0W130","2020-02-12 09:00:00","18.000","146.000","4.000","21.600","0.830","1016.500","","0.000","-99.000","-99.000","-99.000","22.000","","18.700",""
"C0F9R0","2020-02-12 09:00:00","20.000","191.000","1.500","21.200","1.000","1018.900","","0.000","6.700","192.000","","21.200","","16.300",""
"C0V660","2020-02-12 09:00:00","25.000","118.000","1.100","24.000","0.550","1018.500","","0.000","-99.000","-99.000","-99.000","24.000","","18.100",""
"C0C590","2020-02-12 09:00:00","72.000","129.000","1.300","21.500","0.620","1011.200","","0.000","-99.000","-99.000","-99.000","21.500","","14.600",""
"C0M790","2020-02-12 09:00:00","15.000","109.000","0.900","20.900","0.690","1017.300","","0.000","-99.000","-99.000","-99.000","20.900","","16.600",""
"C0R130","2020-02-12 09:00:00","1040.000","65.000","2.400","19.300","0.450","903.000","","0.000","-99.000","-99.000","-99.000","19.300","","13.500",""
"C0AH30","2020-02-12 09:00:00","755.000","139.000","3.600","20.000","0.730","-99.000","","0.000","-99.000","-99.000","-99.000","20.000","","15.300",""
"C0X170","2020-02-12 09:00:00","50.000","99.000","0.500","22.800","0.640","1014.000","","0.000","-99.000","-99.000","-99.000","22.800","","16.600",""
"C0K291","2020-02-12 09:00:00","8.000","112.000","1.000","21.200","0.780","1019.500","","0.000","-99.000","-99.000","-99.000","21.200","","16.300",""
"C0D480","2020-02-12 09:00:00","223.000","0.000","0.000","20.200","0.810","993.600","","0.000","-99.000","-99.000","-99.000","20.200","","14.500",""
"C0F0C0","2020-02-12 09:00:00","983.000","197.000","1.900","18.600","0.480","910.300","","0.000","-99.000","-99.000","-99.000","18.600","","14.100",""
"C0U860","2020-02-12 09:00:00","5.000","142.000","1.300","22.100","0.740","1020.800","","0.000","-99.000","-99.000","-99.000","22.400","","15.800",""
"C0UA50","2020-02-12 09:00:00","808.000","130.000","1.100","17.700","0.690","929.800","","0.000","-99.000","-99.000","-99.000","17.700","","13.500",""
"C0T960","2020-02-12 09:00:00","120.000","208.000","2.400","19.800","0.710","1008.000","","0.000","-99.000","-99.000","-99.000","19.800","","15.100",""
"C0SA80","2020-02-12 09:00:00","136.000","244.000","0.300","20.100","0.760","1006.700","","0.000","-99.000","-99.000","-99.000","20.100","","16.800",""
"C0E780","2020-02-12 09:00:00","160.000","0.000","0.200","21.700","0.660","1001.400","","0.000","-99.000","-99.000","-99.000","21.900","","15.400",""
"C0F9Q0","2020-02-12 09:00:00","149.000","130.000","0.900","21.800","0.580","1002.000","","0.000","-99.000","-99.000","-99.000","21.800","","16.100",""
"C0F9X0","2020-02-12 09:00:00","166.000","207.000","3.300","19.700","0.830","1001.000","","0.000","-99.000","-99.000","-99.000","19.700","","16.900",""
"C0F0D0","2020-02-12 09:00:00","3171.000","154.000","4.800","4.900","0.630","700.400","","0.000","-99.000","-99.000","-99.000","6.100","","1.500",""
"C0S730","2020-02-12 09:00:00","110.000","177.000","2.100","24.000","0.710","1009.700","","0.000","-99.000","-99.000","-99.000","24.000","","20.500",""
"C0T790","2020-02-12 09:00:00","2830.000","250.000","1.100","11.300","0.430","730.500","","0.000","7.300","267.000","","11.500","","6.200",""
"C0M830","2020-02-12 09:00:00","540.000","158.000","0.400","20.400","0.530","960.200","","0.000","-99.000","-99.000","-99.000","20.400","","14.400",""
"C0V750","2020-02-12 09:00:00","50.000","93.000","1.600","22.500","0.630","1015.600","","0.000","-99.000","-99.000","-99.000","22.500","","18.200",""
"C0K530","2020-02-12 09:00:00","12.000","127.000","1.800","21.000","0.750","1018.700","","0.000","-99.000","-99.000","-99.000","21.000","","16.600",""
"C0M780","2020-02-12 09:00:00","30.000","98.000","0.400","20.600","0.710","1017.100","","0.000","-99.000","-99.000","-99.000","20.600","","16.500",""
"C0V360","2020-02-12 09:00:00","94.000","347.000","0.300","23.400","0.630","1009.100","","0.000","-99.000","-99.000","-99.000","23.400","","14.600",""
"C0K510","2020-02-12 09:00:00","10.000","132.000","1.000","20.900","0.750","1018.200","","0.000","-99.000","-99.000","-99.000","20.900","","16.600",""
"C0D650","2020-02-12 09:00:00","97.000","0.000","0.000","21.200","0.630","1009.000","","0.000","-99.000","-99.000","-99.000","21.200","","16.000",""
"C0V630","2020-02-12 09:00:00","19.000","82.000","1.900","21.900","0.670","1020.300","","0.000","-99.000","-99.000","-99.000","21.900","","17.600",""
"C0U910","2020-02-12 09:00:00","17.000","17.000","0.400","20.300","0.700","1019.200","","0.000","-99.000","-99.000","-99.000","20.300","","15.500",""
"C0U600","2020-02-12 09:00:00","10.000","142.000","0.300","22.100","0.660","1019.700","","0.000","-99.000","-99.000","-99.000","22.400","","15.400",""
"C0G820","2020-02-12 09:00:00","29.000","0.000","0.100","21.000","0.750","1017.400","","0.000","-99.000","-99.000","-99.000","21.600","","15.700",""
"C0R590","2020-02-12 09:00:00","72.000","309.000","0.900","21.900","0.690","1012.000","","0.000","-99.000","-99.000","-99.000","21.900","","16.900",""
"C0A9E0","2020-02-12 09:00:00","26.000","171.000","0.600","20.300","0.640","1018.400","","0.000","-99.000","-99.000","-99.000","20.300","","15.500",""
"C0R480","2020-02-12 09:00:00","57.000","359.000","0.900","21.700","0.630","1014.100","","0.000","-99.000","-99.000","-99.000","21.700","","17.000",""
"C0X300","2020-02-12 09:00:00","70.000","0.000","0.000","21.900","0.720","1011.900","","0.000","-99.000","-99.000","-99.000","21.900","","15.300",""
"C0U970","2020-02-12 09:00:00","7.000","0.000","0.000","21.200","0.660","1021.600","","0.000","-99.000","-99.000","-99.000","21.200","","15.500",""
"C0R340","2020-02-12 09:00:00","230.000","22.000","2.100","20.200","0.860","994.800","","0.000","-99.000","-99.000","-99.000","20.400","","18.300",""
"C0M750","2020-02-12 09:00:00","10.000","126.000","1.800","21.400","0.720","1019.000","","0.000","-99.000","-99.000","-99.000","21.400","","16.600",""
"C0I110","2020-02-12 09:00:00","161.000","88.000","0.800","21.600","0.620","1002.700","","0.000","-99.000","-99.000","-99.000","21.600","","15.800",""
"C0V370","2020-02-12 09:00:00","74.000","62.000","0.300","23.100","0.620","1012.500","","0.000","-99.000","-99.000","-99.000","23.100","","15.700",""
"C0C690","2020-02-12 09:00:00","242.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA60","2020-02-12 09:00:00","6.000","9.000","1.000","21.200","0.700","1020.800","","0.000","-99.000","-99.000","-99.000","21.200","","18.200",""
"C0H950","2020-02-12 09:00:00","192.000","80.000","0.300","22.200","0.610","998.800","","0.000","-99.000","-99.000","-99.000","22.200","","13.400",""
"C0O960","2020-02-12 09:00:00","112.000","74.000","0.600","21.500","0.720","1007.400","","0.000","-99.000","-99.000","-99.000","21.500","","16.400",""
"C0E880","2020-02-12 09:00:00","507.000","181.000","2.800","21.800","0.570","961.900","","0.000","-99.000","-99.000","-99.000","22.100","","17.400",""
"C0AH10","2020-02-12 09:00:00","30.000","157.000","1.800","21.000","0.720","1016.800","","0.000","-99.000","-99.000","-99.000","21.000","","17.100",""
"C0R680","2020-02-12 09:00:00","13.000","81.000","5.300","24.900","0.720","1020.000","","0.000","-99.000","-99.000","-99.000","24.900","","23.000",""
